"","ID","Reference","Data.source","Longitude","Latitude","Elevation","MAT","MAP","PET","Climate","Ecosystem.type","Methods","Site","MurA","GlcN","SOC","TN","TP","C.N","MBC","MBN","MBC.N","pH","Sand","Silt","Clay"
"199",199,34,"A1",26.95,-28.12,1575,14.8,656,2086,"B","Grassland","GC","Free State Province of South Africa",NA,NA,7.7,0.7,0.4,11,201.04,67.97,2.96,6.2,25,43,31
"200",200,34,"A1",26.95,-28.12,1575,14.8,656,2086,"B","Grassland","GC","Free State Province of South Africa",NA,NA,14.6,1.1,0.4,13.27,201.04,67.97,2.96,6.2,25,43,31
"201",201,34,"A1",26.95,-28.12,1575,16.6,544,2086,"B","Cropland","GC","Free State Province of South Africa",NA,NA,2.5,0.2,0.4,12.5,201.04,67.97,2.96,5.9,25,43,31
"202",202,34,"A1",26.95,-28.12,1575,16.6,544,2086,"B","Grassland","GC","Free State Province of South Africa",NA,NA,6.2,0.5,0.4,12.4,201.04,67.97,2.96,5.7,25,43,31
"203",203,34,"A1",26.95,-28.12,1575,16.6,544,2086,"B","Grassland","GC","Free State Province of South Africa",NA,NA,6.4,0.6,0.4,10.67,201.04,67.97,2.96,5.9,25,43,31
"204",204,34,"A1",26.95,-28.12,1575,16.6,544,2086,"B","Grassland","GC","Free State Province of South Africa",NA,NA,6.6,0.6,0.4,11,201.04,67.97,2.96,6,25,43,31
"205",205,34,"A1",26.95,-28.12,1575,16.6,544,2086,"B","Grassland","GC","Free State Province of South Africa",NA,NA,8.9,0.7,0.4,12.71,201.04,67.97,2.96,6,25,43,31
"206",206,34,"A1",26.95,-28.12,1575,16.6,544,2086,"B","Grassland","GC","Free State Province of South Africa",NA,NA,9.6,0.8,0.4,12,201.04,67.97,2.96,5.8,25,43,31
"207",207,34,"A1",26.95,-28.12,1575,16.6,544,2086,"B","Grassland","GC","Free State Province of South Africa",NA,NA,9.4,0.8,0.4,11.75,201.04,67.97,2.96,5.7,25,43,31
"208",208,34,"A1",26.95,-28.12,1575,16.6,544,2086,"B","Grassland","GC","Free State Province of South Africa",NA,NA,10.5,0.9,0.4,11.67,201.04,67.97,2.96,5.3,25,43,31
"209",209,34,"A1",26.95,-28.12,1575,16.6,544,2086,"B","Grassland","GC","Free State Province of South Africa",NA,NA,17.6,1.4,0.4,12.57,201.04,67.97,2.96,5.5,25,43,31
"210",210,35,"A1",10.25,52.25,90,10.3,621,842,"D","Forest","LC","Lower Saxony, Germany",210,2730,59.9,4.3,0.5,13.93,610,85.99,7.09,3.9,8,77,15
"211",211,35,"A1",10.25,52.25,90,10.3,621,842,"D","Forest","LC","Lower Saxony, Germany",140,2640,58,2.4,0.5,24.17,520,85.99,6.05,3.9,55,39,6
"212",212,35,"A1",10.25,52.25,90,10.3,621,842,"D","Cropland","LC","Lower Saxony, Germany",140,1180,18.6,1.8,0.5,10.33,450,85.99,5.23,7,10,55,35
"213",213,35,"A1",10.25,52.25,90,10.3,621,842,"D","Cropland","LC","Lower Saxony, Germany",117,1190,15.1,1.4,0.5,10.79,360,85.99,4.19,7.3,10,56,34
"214",214,35,"A1",10.25,52.25,90,10.3,621,842,"D","Cropland","LC","Lower Saxony, Germany",110,1400,14,1.2,0.5,11.67,200,85.99,2.33,7.8,16,66,18
"215",215,35,"A1",10.25,52.25,90,10.3,621,842,"D","Cropland","LC","Lower Saxony, Germany",67,980,7.8,0.7,0.5,11.14,180,85.99,2.09,7.4,84,8,8
"216",216,36,"A1",-48.28,-21.23,550,18,1417,1541,"C","Cropland","LC","Jaboticabal, SP, Brazil",25.87,490.12,17.61,1.42,0.4,12.39,189.91,51.82,3.66,5.4,38.1,6.3,55.5
"217",217,36,"A1",-48.28,-21.23,550,18,1417,1541,"C","Cropland","LC","Jaboticabal, SP, Brazil",26.25,484.72,17.57,1.3,0.4,13.5,189.91,51.82,3.66,5.4,38.1,6.3,55.5
"218",218,36,"A1",-48.28,-21.23,550,18,1417,1541,"C","Cropland","LC","Jaboticabal, SP, Brazil",22.76,433.14,16.25,1.22,0.4,13.33,189.91,51.82,3.66,5.4,38.1,6.3,55.5
"219",219,36,"A1",-48.28,-21.23,550,18,1417,1541,"C","Cropland","LC","Jaboticabal, SP, Brazil",27.03,505.74,18.25,1.41,0.4,12.92,189.91,51.82,3.66,5.4,38.1,6.3,55.5
"220",220,36,"A1",-48.28,-21.23,550,18,1417,1541,"C","Cropland","LC","Jaboticabal, SP, Brazil",25.81,464.49,17.76,1.36,0.4,13.09,189.91,51.82,3.66,5.4,38.1,6.3,55.5
"221",221,36,"A1",-48.28,-21.23,550,18,1417,1541,"C","Cropland","LC","Jaboticabal, SP, Brazil",31.85,620.08,19.54,1.5,0.4,13.07,189.91,51.82,3.66,5.4,38.1,6.3,55.5
"222",222,36,"A1",-48.28,-21.23,550,18,1417,1541,"C","Cropland","LC","Jaboticabal, SP, Brazil",29.75,505.91,18.04,1.35,0.4,13.39,189.91,51.82,3.66,5.4,38.1,6.3,55.5
"223",223,36,"A1",-48.28,-21.23,550,18,1417,1541,"C","Cropland","LC","Jaboticabal, SP, Brazil",22.68,447.88,16.49,1.29,0.4,12.76,189.91,51.82,3.66,5.4,38.1,6.3,55.5
"224",224,36,"A1",-48.28,-21.23,550,18,1417,1541,"C","Cropland","LC","Jaboticabal, SP, Brazil",23.76,433.39,17.22,1.39,0.4,12.35,189.91,51.82,3.66,5.4,38.1,6.3,55.5
"225",225,37,"A1",75.57,13.92,13.92,32,656,1896,"A","Cropland","LC","Nilaskal village, Shimoga district, Kartaka, India",78.93,1016.43,16.07,1.46,0.6,10.98,313.57,34.64,9.05,5.8,31,50,21
"226",226,37,"A1",75.57,13.92,13.92,32,656,1896,"A","Cropland","LC","Nilaskal village, Shimoga district, Kartaka, India",135.38,1338.08,21.15,2.46,0.6,8.59,405.77,42.69,9.5,6.4,31,50,21
"227",227,37,"A1",75.57,13.92,13.92,32,656,1896,"A","Cropland","LC","Nilaskal village, Shimoga district, Kartaka, India",130.38,1411.92,24.23,2.35,0.6,10.33,533.85,55.77,9.57,6.1,31,50,21
"228",228,37,"A1",75.57,13.92,13.92,32,656,1896,"A","Cropland","LC","Nilaskal village, Shimoga district, Kartaka, India",103.08,1193.08,19.62,1.81,0.6,10.85,417.31,52.31,7.98,5.7,31,50,21
"229",229,37,"A1",75.57,13.92,13.92,32,656,1896,"A","Cropland","LC","Nilaskal village, Shimoga district, Kartaka, India",147.69,1393.85,23.85,2.73,0.6,8.73,468.46,54.62,8.58,6.1,31,50,21
"230",230,37,"A1",75.57,13.92,13.92,32,656,1896,"A","Cropland","LC","Nilaskal village, Shimoga district, Kartaka, India",141.54,1486.15,26.54,2.62,0.6,10.15,585.38,70,8.36,5.9,31,50,21
"231",231,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",117,1384,27,2.4,0.5,11.25,666,71,9.38,6.6,6,88,5
"232",232,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",131,1615,18,1.7,0.5,10.59,555,63,8.81,5.7,6,88,5
"233",233,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",61,810,13,1.2,0.5,10.83,248,41,6.05,6.1,6,88,5
"234",234,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",43,641,11,1,0.5,11,138,21,6.57,6.2,6,88,5
"235",235,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",35,545,7,0.6,0.5,11.67,99,16,6.19,6.4,6,88,5
"236",236,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",138,1777,23,2,0.5,11.5,493,52,9.48,5.8,6,88,5
"237",237,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",85,1045,16,1.4,0.5,11.43,342,39,8.77,5.5,6,88,5
"238",238,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",47,677,12,1.1,0.5,10.91,240,38,6.32,6,6,88,5
"239",239,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",55,873,11,1,0.5,11,115,25,4.6,6.2,6,88,5
"240",240,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",44,645,8,0.7,0.5,11.43,90,20,4.5,6.4,6,88,5
"241",241,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",102,1215,17,1.5,0.5,11.33,409,36,11.36,6.8,6,88,5
"242",242,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",80,942,16,1.5,0.5,10.67,361,61,5.92,5.7,6,88,5
"243",243,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",88,1137,15,1.4,0.5,10.71,270,50,5.4,6,6,88,5
"244",244,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",73,1031,12,1.1,0.5,10.91,181,38,4.76,6.2,6,88,5
"245",245,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",28,362,7,0.6,0.5,11.67,85,15,5.67,6.3,6,88,5
"246",246,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",71,916,16,1.4,0.5,11.43,356,33,10.79,5.9,6,88,5
"247",247,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",98,1253,15,1.4,0.5,10.71,331,54,6.13,6,6,88,5
"248",248,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",75,988,15,1.4,0.5,10.71,254,45,5.64,6.2,6,88,5
"249",249,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",46,717,10,0.9,0.5,11.11,153,32,4.78,6.4,6,88,5
"250",250,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",23,316,6,0.5,0.5,12,56,12,4.67,6.4,6,88,5
"251",251,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",174,1909,28,2.5,0.5,11.2,666,47,14.17,6,6,88,5
"252",252,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",96,1020,16,1.6,0.5,10,427,37,11.54,6,6,88,5
"253",253,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",66,837,13,1.2,0.5,10.83,274,28,9.79,6.4,6,88,5
"254",254,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",87,1205,12,1.1,0.5,10.91,128,16,8,7.1,6,88,5
"255",255,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",33,378,8,0.7,0.5,11.43,83,12,6.92,6.7,6,88,5
"256",256,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",160,1747,30,2.7,0.5,11.11,703,38,18.5,6.1,6,88,5
"257",257,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",82,858,17,1.6,0.5,10.63,403,39,10.33,6,6,88,5
"258",258,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",99,1318,13,1.3,0.5,10,180,25,7.2,6.4,6,88,5
"259",259,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",67,841,12,1.1,0.5,10.91,167,22,7.59,7,6,88,5
"260",260,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",31,413,7,0.7,0.5,10,100,15,6.67,6.6,6,88,5
"261",261,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",113,1198,26,2.3,0.5,11.3,580,36,16.11,6.6,6,88,5
"262",262,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",93,1134,15,1.4,0.5,10.71,354,24,14.75,6,6,88,5
"263",263,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",68,836,14,1.3,0.5,10.77,235,25,9.4,6.2,6,88,5
"264",264,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",46,603,9,0.8,0.5,11.25,145,20,7.25,6.8,6,88,5
"265",265,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",24,294,4,0.3,0.5,13.33,45,3,15,6.5,6,88,5
"266",266,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",128,1479,20,1.8,0.5,11.11,444,35,12.69,5.5,6,88,5
"267",267,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",79,976,15,1.4,0.5,10.71,328,30,10.93,5.6,6,88,5
"268",268,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",60,736,14,1.3,0.5,10.77,266,29,9.17,5.7,6,88,5
"269",269,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",76,1008,11,1,0.5,11,183,25,7.32,6.7,6,88,5
"270",270,37,"A1",9.95,54.45,15,8.9,768,716,"D","Grassland","LC","Lindhof, Kiel, Germany",27,260,5,0.4,0.5,12.5,62,9,6.89,6.2,6,88,5
"271",271,38,"A1",-82.73,42.22,186,9.15,898,1105,"D","Cropland","GC","Eugene Whelan Experi- mental Farm, Woodslee, Ontario ",135,1069,19.1,2.1,1,9.1,156.01,78.46,1.99,5.4,28,35,37
"272",272,38,"A1",128.08,42.38,807,2.58,691,919,"D","Forest","GC","Changbai Mountain in Jilin Province, Chi",395.6,7208.79,171.05,11.5,0.7,14.87,243.31,47.02,5.17,5.1,53,25,22
"273",273,38,"A1",128.15,42.15,1204,0.27,811,864,"D","Forest","GC","Changbai Mountain in Jilin Province, Chi",102.56,2432.23,59.63,3.1,1.2,19.23,243.31,47.02,5.17,4.57,40,43,17
"274",274,38,"A1",128.07,42.07,1707,-2.29,967,754,"D","Forest","GC","Changbai Mountain in Jilin Province, Chi",117.22,2959.71,96.53,4.55,0.5,21.21,243.31,47.02,5.17,3.95,38,41,20
"275",275,38,"A1",128.07,42.05,1974,-3.31,1038,704,"D","Forest","GC","Changbai Mountain in Jilin Province, Chi",117.22,2710.62,65.39,4.25,0.5,15.39,243.31,47.02,5.17,4.59,38,41,20
"276",276,38,"A1",128.07,42.03,2295,-4.84,1154,627,"D","Glacier","GC","Changbai Mountain in Jilin Province, Chi",102.56,1787.55,59.5,3.2,0.5,18.6,243.31,47.02,5.17,4.78,38,41,20
"277",277,39,"A1",-88.07,42.68,246,8.21,870,1067,"D","Cropland","GC","Southern Wisconsin, USA",30.2,621.6,23.3,2.3,0.5,10.13,153.13,87.58,1.75,6.76,33.8,49.4,16.8
"278",278,39,"A1",88.07,42.68,679,8.21,870,1922,"B","Grassland","GC","Southern Wisconsin, USA",28.7,523.5,14.9,1.4,0.6,10.64,356.9,37.3,9.57,6.41,38.8,43,18.2
"279",279,39,"A1",88.07,42.68,679,8.21,870,1922,"B","Grassland","GC","Southern Wisconsin, USA",31.7,506.3,20.3,1.9,0.6,10.68,356.9,37.3,9.57,6.6,29.6,53.2,17.2
"280",280,40,"A1",126.63,47.43,197,1.5,550,1046,"D","Cropland","GC","Hailun tiol Field Station",77.48,845.6,24.2,1.84,0.9,13.15,248.78,85.8,2.9,6.13,25.7,32.4,40.8
"281",281,40,"A1",126.63,47.43,197,1.5,550,1046,"D","Grassland","GC","Hailun tiol Field Station",85.55,1255.96,31.9,2.76,0.9,11.56,248.78,85.8,2.9,6.21,25.7,32.4,40.8
"282",282,40,"A1",126.63,47.43,197,1.5,550,1046,"D","Cropland","GC","Hailun tiol Field Station",87.91,1053.89,27.1,2.05,0.9,13.22,248.78,85.8,2.9,6.12,25.7,32.4,40.8
"283",283,40,"A1",126.63,47.43,197,1.5,550,1046,"D","Cropland","GC","Hailun tiol Field Station",89.16,1109.84,29.2,2.29,0.9,12.75,248.78,85.8,2.9,6.02,25.7,32.4,40.8
"284",284,40,"A1",126.63,47.43,197,1.5,550,1046,"D","Cropland","GC","Hailun tiol Field Station",106.45,1414.51,33.4,2.96,0.9,11.28,248.78,85.8,2.9,6.12,25.7,32.4,40.8
"285",285,41,"A1",126.63,47.43,197,1.5,550,1046,"D","Cropland","GC","Hailun, Heilongjiang province, Chi",60.75,1065.42,25.63,1.99,0.9,12.88,226,85.8,2.63,6.02,53,22,24
"286",286,41,"A1",126.63,47.43,197,1.5,550,1046,"D","Cropland","GC","Hailun, Heilongjiang province, Chi",74.77,1158.88,26.45,2.08,0.9,12.72,260,85.8,3.03,5.88,53,22,24
"287",287,41,"A1",126.63,47.43,197,1.5,550,1046,"D","Cropland","GC","Hailun, Heilongjiang province, Chi",70.09,1154.21,28.83,2.2,0.9,13.1,274,85.8,3.19,5.94,53,22,24
"288",288,41,"A1",126.63,47.43,197,1.5,550,1046,"D","Cropland","GC","Hailun, Heilongjiang province, Chi",79.44,1214.95,29.36,2.29,0.9,12.82,300,85.8,3.5,6.04,53,22,24
"289",289,41,"A1",126.63,47.43,197,1.5,550,1046,"D","Cropland","GC","Hailun, Heilongjiang province, Chi",70.09,1280.37,30.25,2.51,0.9,12.05,390,85.8,4.55,6.11,53,22,24
"290",290,42,"A1",126.63,47.43,197,1.5,530,1046,"D","Cropland","GC","Hailun, Heilongjiang province, Chi",58.6,1089,27.23,2.18,0.9,12.49,248.78,85.8,2.9,6.12,53,22,40.8
"291",291,42,"A1",126.63,47.43,197,1.5,530,1046,"D","Cropland","GC","Hailun, Heilongjiang province, Chi",64.4,1135,27.77,2.13,0.9,13.04,248.78,85.8,2.9,6.05,53,22,40.8
"292",292,42,"A1",126.63,47.43,197,1.5,530,1046,"D","Cropland","GC","Hailun, Heilongjiang province, Chi",66.6,1167,28.79,2.22,0.9,12.97,248.78,85.8,2.9,5.89,53,22,40.8
"293",293,42,"A1",126.63,47.43,197,1.5,530,1046,"D","Cropland","GC","Hailun, Heilongjiang province, Chi",71,1120,28.44,2.17,0.9,13.11,248.78,85.8,2.9,5.78,53,22,40.8
